time_noise,start_sample,matched_peak_rows,file,return_sample,sweep
"[np.float64(33.087399999999995), np.float64(33.08745), np.float64(33.0875), np.float64(33.08754999999999), np.float64(33.087599999999995), np.float64(33.08765)]",161748,"[{'Event.Number': '696', 'Record': '1', 'Event.Time..s.': '33.0875', 'Baseline..pA.': '-132.735148102575', 'Peak..pA.': '-2104.66672263274', 'Amplitude..pA.': '-1971.93157453016', 'Rise.Time..ms.': '0.149999999997874', 'Half.Width..ms.': '0.149999999997874', 'Decay.Time..ms.': '0.0999999999962142', 'Decay.Fit.b0': '-118.928418087213', 'Decay.Fit.b1': '-2056.38107625817', 'Decay.Fit.Tau..ms.': '0.0784040886358065', 'AUC..pA.ms.': '15.607948748123', 'rise_max_time': '33.0875', 'baseline_time': '33.0873', 'event_index': '161750', 'file_prefix': '2023_08_31_0006', 'event_id': '2023_08_31_0006_ev00696_rec1', 'noise': 'yes', 'event_entry_number': '42429', 'corrected_peak_index': 161763, 'corrected_peak_time': np.float64(33.08815), 'corrected_peak_pA': np.float64(-124.20653533935547), 'corrected_peak_amp_pA': np.float64(8.528612763219542)}]",2023_08_31_0006.abf,161753,1
"[np.float64(34.823499999999996), np.float64(34.82355), np.float64(34.8236), np.float64(34.82365), np.float64(34.823699999999995)]",196470,[],2023_08_31_0006.abf,196474,1
"[np.float64(35.7671), np.float64(35.76715), np.float64(35.767199999999995), np.float64(35.76725), np.float64(35.7673)]",215342,[],2023_08_31_0006.abf,215346,1
"[np.float64(58.62975), np.float64(58.6298), np.float64(58.62985), np.float64(58.6299), np.float64(58.62995), np.float64(58.629999999999995), np.float64(58.63005)]",172595,[],2023_08_31_0006.abf,172601,2
"[np.float64(60.1794), np.float64(60.17945), np.float64(60.1795), np.float64(60.17955), np.float64(60.1796), np.float64(60.179649999999995), np.float64(60.1797), np.float64(60.17975)]",203588,[],2023_08_31_0006.abf,203595,2
"[np.float64(60.97365), np.float64(60.9737), np.float64(60.973749999999995), np.float64(60.9738), np.float64(60.97385), np.float64(60.9739), np.float64(60.97395), np.float64(60.974)]",219473,[],2023_08_31_0006.abf,219480,2
"[np.float64(82.86555), np.float64(82.8656), np.float64(82.86565), np.float64(82.8657), np.float64(82.86575), np.float64(82.8658), np.float64(82.86585)]",157311,[],2023_08_31_0006.abf,157317,3
"[np.float64(84.5969), np.float64(84.59695), np.float64(84.597), np.float64(84.59705), np.float64(84.5971)]",191938,[],2023_08_31_0006.abf,191942,3
"[np.float64(8.03845), np.float64(8.038499999999999), np.float64(8.038549999999999), np.float64(8.038599999999999), np.float64(8.038649999999999), np.float64(8.038699999999999), np.float64(8.038749999999999)]",160769,"[{'Event.Number': '86', 'Record': '0', 'Event.Time..s.': '8.03865', 'Baseline..pA.': '-68.7770277189833', 'Peak..pA.': '-299.475871229459', 'Amplitude..pA.': '-230.698843510476', 'Rise.Time..ms.': '0.349999999999184', 'Half.Width..ms.': '0.500000000000611', 'Decay.Time..ms.': '0.300000000001077', 'Decay.Fit.b0': '-65.5669247761783', 'Decay.Fit.b1': '-237.149153286081', 'Decay.Fit.Tau..ms.': '0.302055439324956', 'AUC..pA.ms.': '-49.608636728526', 'rise_max_time': '8.03865', 'baseline_time': '8.03825', 'event_index': '160773', 'file_prefix': '2023_08_31_0025', 'event_id': '2023_08_31_0025_ev00086_rec0', 'noise': 'yes', 'event_entry_number': '45327', 'corrected_peak_index': 160785, 'corrected_peak_time': np.float64(8.03925), 'corrected_peak_pA': np.float64(-97.50365447998047), 'corrected_peak_amp_pA': np.float64(-28.726626760997164)}]",2023_08_31_0025.abf,160775,0
"[np.float64(58.26965), np.float64(58.2697), np.float64(58.26975), np.float64(58.269800000000004), np.float64(58.26985), np.float64(58.2699), np.float64(58.26995)]",165393,[],2023_08_31_0025.abf,165399,2
"[np.float64(58.4278), np.float64(58.42785), np.float64(58.4279), np.float64(58.427949999999996), np.float64(58.428)]",168556,[],2023_08_31_0025.abf,168560,2
"[np.float64(59.3968), np.float64(59.39685), np.float64(59.3969), np.float64(59.39695), np.float64(59.397), np.float64(59.39705)]",187936,[],2023_08_31_0025.abf,187941,2
"[np.float64(59.98945), np.float64(59.9895), np.float64(59.98955), np.float64(59.989599999999996), np.float64(59.98965), np.float64(59.9897), np.float64(59.98975)]",199789,[],2023_08_31_0025.abf,199795,2
"[np.float64(60.130449999999996), np.float64(60.1305), np.float64(60.13055), np.float64(60.1306), np.float64(60.13065), np.float64(60.1307), np.float64(60.13075)]",202609,[],2023_08_31_0025.abf,202615,2
"[np.float64(61.02865), np.float64(61.0287), np.float64(61.02875), np.float64(61.0288), np.float64(61.02885), np.float64(61.0289)]",220573,[],2023_08_31_0025.abf,220578,2
"[np.float64(84.69924999999999), np.float64(84.6993), np.float64(84.69935), np.float64(84.6994), np.float64(84.69945), np.float64(84.6995)]",193985,[],2023_08_31_0025.abf,193990,3
"[np.float64(85.68355), np.float64(85.6836), np.float64(85.68365), np.float64(85.6837), np.float64(85.68375), np.float64(85.6838), np.float64(85.68384999999999), np.float64(85.6839)]",213671,[],2023_08_31_0025.abf,213678,3
"[np.float64(61.33475), np.float64(61.3348), np.float64(61.33485), np.float64(61.3349), np.float64(61.33495)]",226695,[],2023_08_31_0033.abf,226699,2
"[np.float64(10.1962), np.float64(10.19625), np.float64(10.196299999999999), np.float64(10.196349999999999), np.float64(10.196399999999999), np.float64(10.196449999999999), np.float64(10.196499999999999)]",203924,"[{'Event.Number': '164', 'Record': '0', 'Event.Time..s.': '10.19635', 'Baseline..pA.': '-63.033327738444', 'Peak..pA.': '-264.434814453125', 'Amplitude..pA.': '-201.401486714681', 'Rise.Time..ms.': '0.199999999999534', 'Half.Width..ms.': '0.199999999999534', 'Decay.Time..ms.': '0.0499999999998835', 'Decay.Fit.b0': '-56.4864627508194', 'Decay.Fit.b1': '-211.400092080949', 'Decay.Fit.Tau..ms.': '0.0729652601559071', 'AUC..pA.ms.': '147.64842004776', 'rise_max_time': '10.19635', 'baseline_time': '10.1961', 'event_index': '203927', 'file_prefix': '2023_08_31_0034', 'event_id': '2023_08_31_0034_ev00164_rec0', 'noise': 'yes', 'event_entry_number': '54216', 'corrected_peak_index': 203940, 'corrected_peak_time': np.float64(10.197), 'corrected_peak_pA': np.float64(-59.661861419677734), 'corrected_peak_amp_pA': np.float64(3.3714663187662666)}]",2023_08_31_0034.abf,203930,0
"[np.float64(60.26605), np.float64(60.2661), np.float64(60.266149999999996), np.float64(60.2662), np.float64(60.26625), np.float64(60.2663), np.float64(60.26635)]",205321,[],2023_08_31_0037.abf,205327,2
"[np.float64(85.3621), np.float64(85.36215), np.float64(85.3622), np.float64(85.36225), np.float64(85.3623), np.float64(85.36235), np.float64(85.3624), np.float64(85.36245)]",207242,[],2023_08_31_0037.abf,207249,3
"[np.float64(35.2557), np.float64(35.25575)]",205114,[],2023_08_31_0038.abf,205115,1
"[np.float64(60.3532), np.float64(60.35325), np.float64(60.3533), np.float64(60.35335), np.float64(60.3534), np.float64(60.353449999999995), np.float64(60.3535), np.float64(60.35355)]",207064,[],2023_08_31_0038.abf,207071,2
"[np.float64(85.5008), np.float64(85.50085), np.float64(85.5009), np.float64(85.50095), np.float64(85.501), np.float64(85.50105)]",210016,[],2023_08_31_0038.abf,210021,3
"[np.float64(12.564549999999999), np.float64(12.564599999999999), np.float64(12.564649999999999), np.float64(12.564699999999998), np.float64(12.564749999999998), np.float64(12.564799999999998), np.float64(12.564849999999998)]",251291,[],2023_12_20_0003.abf,251297,0
"[np.float64(35.5111), np.float64(35.51115), np.float64(35.511199999999995), np.float64(35.51125), np.float64(35.5113), np.float64(35.51134999999999), np.float64(35.511399999999995), np.float64(35.511449999999996)]",210222,[],2023_12_20_0003.abf,210229,1
"[np.float64(35.5661), np.float64(35.56614999999999), np.float64(35.566199999999995), np.float64(35.56625), np.float64(35.5663), np.float64(35.56635), np.float64(35.566399999999994)]",211322,[],2023_12_20_0003.abf,211328,1
"[np.float64(60.4649), np.float64(60.46495), np.float64(60.465), np.float64(60.46505), np.float64(60.4651), np.float64(60.46515), np.float64(60.465199999999996)]",209298,[],2023_12_20_0003.abf,209304,2
"[np.float64(2.3167999999999997), np.float64(2.3168499999999996), np.float64(2.3169), np.float64(2.31695), np.float64(2.3169999999999997)]",46336,[],2023_12_20_0004.abf,46340,0
"[np.float64(10.510499999999999), np.float64(10.510549999999999), np.float64(10.510599999999998), np.float64(10.510649999999998), np.float64(10.5107), np.float64(10.51075)]",210210,[],2023_12_20_0004.abf,210215,0
"[np.float64(85.2772), np.float64(85.27725), np.float64(85.2773), np.float64(85.27735), np.float64(85.2774), np.float64(85.27745), np.float64(85.2775), np.float64(85.27755), np.float64(85.27759999999999)]",205544,[],2023_12_20_0004.abf,205552,3
"[np.float64(10.4741), np.float64(10.47415), np.float64(10.4742), np.float64(10.47425), np.float64(10.4743), np.float64(10.47435), np.float64(10.4744), np.float64(10.47445)]",209482,[],2023_12_20_0010.abf,209489,0
"[np.float64(10.272849999999998), np.float64(10.2729), np.float64(10.27295), np.float64(10.273), np.float64(10.27305), np.float64(10.2731), np.float64(10.27315), np.float64(10.2732)]",205457,[],2023_12_20_0011.abf,205464,0
"[np.float64(60.290549999999996), np.float64(60.2906), np.float64(60.29065), np.float64(60.2907), np.float64(60.29075), np.float64(60.2908), np.float64(60.29085)]",205811,[],2023_12_20_0011.abf,205817,2
"[np.float64(85.32925), np.float64(85.3293), np.float64(85.32935), np.float64(85.3294), np.float64(85.32945), np.float64(85.3295), np.float64(85.32955), np.float64(85.3296)]",206585,[],2023_12_20_0011.abf,206592,3
"[np.float64(1.8228999999999997), np.float64(1.8229499999999998), np.float64(1.8229999999999997), np.float64(1.8230499999999998), np.float64(1.8231), np.float64(1.8231499999999998), np.float64(1.8232), np.float64(1.8232499999999998), np.float64(1.8233)]",36458,[],2023_12_20_0012.abf,36466,0
"[np.float64(10.523349999999999), np.float64(10.523399999999999), np.float64(10.523449999999999), np.float64(10.523499999999999), np.float64(10.523549999999998), np.float64(10.523599999999998), np.float64(10.52365), np.float64(10.5237)]",210467,[],2023_12_20_0029.abf,210474,0
"[np.float64(35.416799999999995), np.float64(35.41685), np.float64(35.4169), np.float64(35.41695)]",208336,[],2023_12_20_0029.abf,208339,1
"[np.float64(60.4366), np.float64(60.43665), np.float64(60.4367), np.float64(60.43675)]",208732,[],2023_12_20_0029.abf,208735,2
"[np.float64(77.23875), np.float64(77.2388), np.float64(77.23885), np.float64(77.2389), np.float64(77.23895), np.float64(77.239), np.float64(77.23905), np.float64(77.2391), np.float64(77.23915)]",44775,[],2023_12_20_0029.abf,44783,3
"[np.float64(85.25275), np.float64(85.2528), np.float64(85.25285), np.float64(85.2529), np.float64(85.25295)]",205055,[],2023_12_20_0029.abf,205059,3
"[np.float64(45.808099999999996), np.float64(45.80815), np.float64(45.8082), np.float64(45.80825), np.float64(45.8083), np.float64(45.80835)]",416162,[],2023_12_20_0032.abf,416167,1
"[np.float64(0.18314999999999998), np.float64(0.18319999999999997), np.float64(0.18325), np.float64(0.1833), np.float64(0.18334999999999999), np.float64(0.18339999999999998), np.float64(0.18344999999999997)]",3663,[],2023_12_20_0033.abf,3669,0
"[np.float64(60.50675), np.float64(60.5068), np.float64(60.50685), np.float64(60.5069), np.float64(60.50695), np.float64(60.507), np.float64(60.50705), np.float64(60.5071)]",210135,[],2023_12_20_0033.abf,210142,2
"[np.float64(10.628799999999998), np.float64(10.62885), np.float64(10.6289), np.float64(10.62895), np.float64(10.629), np.float64(10.62905), np.float64(10.6291), np.float64(10.62915), np.float64(10.629199999999999)]",212576,[],2023_12_20_0034.abf,212584,0
"[np.float64(85.4415), np.float64(85.44154999999999), np.float64(85.4416), np.float64(85.44165), np.float64(85.4417), np.float64(85.44175), np.float64(85.4418)]",208830,[],2023_12_20_0034.abf,208836,3
"[np.float64(10.54505), np.float64(10.5451), np.float64(10.54515), np.float64(10.5452)]",210901,[],2024_05_17_0002.abf,210904,0
"[np.float64(10.27375), np.float64(10.2738), np.float64(10.27385), np.float64(10.2739), np.float64(10.27395), np.float64(10.274)]",205475,[],2024_05_17_0005.abf,205480,0
"[np.float64(35.302049999999994), np.float64(35.302099999999996), np.float64(35.30215), np.float64(35.3022), np.float64(35.30225), np.float64(35.302299999999995), np.float64(35.30235), np.float64(35.3024)]",206041,"[{'Event.Number': '574', 'Record': '1', 'Event.Time..s.': '35.3022', 'Baseline..pA.': '315.990629650298', 'Peak..pA.': '1212.58544921875', 'Amplitude..pA.': '896.594819568452', 'Rise.Time..ms.': '0.150000000004979', 'Half.Width..ms.': '0.150000000004979', 'Decay.Time..ms.': '0.0999999999962142', 'Decay.Fit.b0': '313.911727035359', 'Decay.Fit.b1': '929.164410802893', 'Decay.Fit.Tau..ms.': '0.0763065032582349', 'AUC..pA.ms.': '121.820193844751', 'rise_max_time': '35.3022', 'baseline_time': '35.302', 'event_index': '206044', 'file_prefix': '2024_05_17_0006', 'event_id': '2024_05_17_0006_ev00574_rec1', 'noise': 'yes', 'event_entry_number': '80144', 'corrected_peak_index': 206058, 'corrected_peak_time': np.float64(35.302899999999994), 'corrected_peak_pA': np.float64(316.95556640625), 'corrected_peak_amp_pA': np.float64(0.9649367559520101)}]",2024_05_17_0006.abf,206048,1
"[np.float64(61.4484), np.float64(61.44845), np.float64(61.448499999999996), np.float64(61.44855), np.float64(61.4486)]",228968,[],2024_05_17_0011.abf,228972,2
"[np.float64(35.887249999999995), np.float64(35.887299999999996), np.float64(35.88735), np.float64(35.8874), np.float64(35.88745), np.float64(35.887499999999996)]",217745,[],2024_05_17_0015.abf,217750,1
"[np.float64(35.58154999999999), np.float64(35.581599999999995), np.float64(35.581649999999996), np.float64(35.5817), np.float64(35.58175)]",211631,[],2024_05_17_0016.abf,211635,1
"[np.float64(35.26745), np.float64(35.2675), np.float64(35.26755), np.float64(35.267599999999995), np.float64(35.267649999999996), np.float64(35.2677)]",205349,[],2024_05_17_0019.abf,205354,1
"[np.float64(10.3387), np.float64(10.33875), np.float64(10.338799999999999), np.float64(10.338849999999999), np.float64(10.338899999999999), np.float64(10.338949999999999), np.float64(10.338999999999999)]",206774,[],2024_05_17_0020.abf,206780,0
"[np.float64(10.42945), np.float64(10.429499999999999), np.float64(10.429549999999999), np.float64(10.429599999999999), np.float64(10.429649999999999), np.float64(10.429699999999999), np.float64(10.429749999999999)]",208589,[],2024_05_17_0020.abf,208595,0
"[np.float64(35.240449999999996), np.float64(35.2405), np.float64(35.24055), np.float64(35.2406), np.float64(35.240649999999995), np.float64(35.2407), np.float64(35.24075), np.float64(35.24079999999999), np.float64(35.240849999999995)]",204809,[],2024_05_17_0020.abf,204817,1
"[np.float64(35.58915), np.float64(35.5892), np.float64(35.58924999999999), np.float64(35.589299999999994), np.float64(35.589349999999996), np.float64(35.5894), np.float64(35.58945)]",211783,[],2024_05_17_0024.abf,211789,1
"[np.float64(60.39095), np.float64(60.391), np.float64(60.39105), np.float64(60.3911), np.float64(60.391149999999996), np.float64(60.3912), np.float64(60.39125), np.float64(60.3913), np.float64(60.39135)]",207819,[],2024_05_17_0024.abf,207827,2
"[np.float64(10.6434), np.float64(10.64345), np.float64(10.6435), np.float64(10.64355), np.float64(10.6436), np.float64(10.64365)]",212868,[],2024_05_17_0025.abf,212873,0
"[np.float64(85.45705), np.float64(85.4571), np.float64(85.45715), np.float64(85.4572), np.float64(85.45725), np.float64(85.4573), np.float64(85.45735), np.float64(85.45739999999999), np.float64(85.45745)]",209141,[],2024_05_17_0025.abf,209149,3
"[np.float64(59.98855), np.float64(59.9886)]",199771,[],2024_05_23_0004.abf,199772,2
"[np.float64(60.93215), np.float64(60.9322), np.float64(60.932249999999996), np.float64(60.9323), np.float64(60.93235), np.float64(60.9324), np.float64(60.93245), np.float64(60.9325)]",218643,[],2024_05_23_0004.abf,218650,2
"[np.float64(67.51885), np.float64(67.5189), np.float64(67.51895), np.float64(67.51899999999999), np.float64(67.51905000000001), np.float64(67.5191)]",350377,[],2024_05_23_0006.abf,350382,2
"[np.float64(35.616499999999995), np.float64(35.61655), np.float64(35.6166), np.float64(35.61664999999999), np.float64(35.616699999999994), np.float64(35.616749999999996)]",212330,[],2024_05_23_0017.abf,212335,1
"[np.float64(85.1157), np.float64(85.11575), np.float64(85.1158), np.float64(85.11585), np.float64(85.1159), np.float64(85.11595)]",202314,[],2024_05_23_0017.abf,202319,3
"[np.float64(85.3843), np.float64(85.38435), np.float64(85.3844), np.float64(85.38445), np.float64(85.3845)]",207686,[],2024_05_23_0017.abf,207690,3
"[np.float64(35.26219999999999), np.float64(35.262249999999995), np.float64(35.262299999999996), np.float64(35.26235), np.float64(35.2624)]",205244,[],2024_05_23_0020.abf,205248,1
"[np.float64(36.3204), np.float64(36.320449999999994), np.float64(36.320499999999996), np.float64(36.32055), np.float64(36.3206)]",226408,[],2024_06_06_0003.abf,226412,1
"[np.float64(10.514349999999999), np.float64(10.514399999999998), np.float64(10.514449999999998), np.float64(10.5145), np.float64(10.51455), np.float64(10.5146), np.float64(10.51465), np.float64(10.5147)]",210287,[],2024_06_06_0005.abf,210294,0
"[np.float64(12.641649999999998), np.float64(12.641699999999998), np.float64(12.641749999999998), np.float64(12.641799999999998), np.float64(12.641849999999998), np.float64(12.6419)]",252833,[],2024_06_06_0005.abf,252838,0
"[np.float64(60.4114), np.float64(60.41145), np.float64(60.4115), np.float64(60.41155), np.float64(60.4116), np.float64(60.41165), np.float64(60.411699999999996), np.float64(60.41175), np.float64(60.4118)]",208228,[],2024_06_06_0005.abf,208236,2
"[np.float64(35.538599999999995), np.float64(35.53865), np.float64(35.5387), np.float64(35.53874999999999)]",210772,[],2024_06_06_0006.abf,210775,1
